0.0,0.0,-3.21
1.0,0.0,-3.21
2.0,0.0,-3.23
3.0,0.0,-3.23
4.0,0.0,-3.24
5.0,0.0,-3.25
6.0,0.0,-3.24
7.0,0.0,-3.21
8.0,0.0,5.37
9.0,0.0,5.37
10.0,0.0,5.23
11.0,0.0,5.2
12.0,0.0,5.22
13.0,0.0,5.27
14.0,0.0,5.24
15.0,0.0,5.14
16.0,0.0,-3.29
17.0,0.0,-3.31
18.0,0.0,-3.31
19.0,0.0,-3.3
20.0,0.0,-3.32
21.0,0.0,-3.32
22.0,0.0,-3.33
23.0,0.0,-3.33
24.0,0.0,-3.34
25.0,0.0,-3.34
26.0,0.0,-3.35
27.0,0.0,-3.35
28.0,0.0,-3.36
29.0,0.0,-3.36
30.0,0.0,-3.36
31.0,0.0,-3.36
32.0,0.0,-3.37
33.0,0.0,-3.36
34.0,0.0,-3.37
35.0,0.0,-3.38
36.0,0.0,-3.38
37.0,0.0,-3.4
38.0,0.0,-3.4
39.0,0.0,-3.41
40.0,0.0,-3.42
41.0,0.0,-3.43
42.0,0.0,-3.43
43.0,0.0,-3.44
44.0,0.0,-3.45
45.0,0.0,-3.46
46.0,0.0,-3.47
47.0,0.0,-3.48
48.0,0.0,-3.49
49.0,0.0,-3.49
50.0,0.0,-3.5
51.0,0.0,-3.49
52.0,0.0,-3.5
53.0,0.0,-3.5
54.0,0.0,-3.51
55.0,0.0,-3.52
56.0,0.0,-3.51
57.0,0.0,-3.53
58.0,0.0,-3.52
59.0,0.0,-3.52
60.0,0.0,-3.53
61.0,0.0,-3.54
62.0,0.0,-3.53
63.0,0.0,-3.54
64.0,0.0,-3.55
65.0,0.0,-3.55
66.0,0.0,-3.55
67.0,0.0,-3.55
68.0,0.0,-3.54
69.0,0.0,-3.55
70.0,0.0,-3.56
71.0,0.0,-3.55
72.0,0.0,-3.56
73.0,0.0,-3.56
74.0,0.0,-3.57
75.0,0.0,-3.58
76.0,0.0,-3.59
77.0,0.0,-3.6
78.0,0.0,-3.6
79.0,0.0,-3.61
80.0,0.0,-3.63
81.0,0.0,-3.63
82.0,0.0,-3.63
83.0,0.0,-3.65
84.0,0.0,-3.65
85.0,0.0,-3.65
86.0,0.0,-3.66
87.0,0.0,-3.67
88.0,0.0,-3.68
89.0,0.0,-3.68
90.0,0.0,-3.65
91.0,0.0,-3.63
92.0,0.0,-3.63
93.0,0.0,3.74
94.0,0.0,3.77
95.0,0.0,3.79
96.0,0.0,3.76
97.0,0.0,3.75
98.0,0.0,3.72
99.0,0.0,3.69
100.0,0.0,3.61
101.0,0.0,-3.67
102.0,0.0,-3.69
103.0,0.0,-3.71
104.0,0.0,-3.71
105.0,0.0,-3.71
106.0,0.0,-3.72
107.0,0.0,-3.72
108.0,0.0,-3.71
109.0,0.0,-3.74
0.0,1.0,-3.17
1.0,1.0,-3.19
2.0,1.0,-3.2
3.0,1.0,-3.21
4.0,1.0,-3.21
5.0,1.0,-3.2
6.0,1.0,-3.19
7.0,1.0,5.41
8.0,1.0,5.43
9.0,1.0,5.39
10.0,1.0,5.36
11.0,1.0,5.31
12.0,1.0,5.31
13.0,1.0,5.36
14.0,1.0,5.32
15.0,1.0,5.23
16.0,1.0,-3.22
17.0,1.0,-3.27
18.0,1.0,-3.28
19.0,1.0,-3.27
20.0,1.0,-3.28
21.0,1.0,-3.28
22.0,1.0,-3.28
23.0,1.0,-3.3
24.0,1.0,-3.3
25.0,1.0,-3.3
26.0,1.0,-3.3
27.0,1.0,-3.31
28.0,1.0,-3.31
29.0,1.0,-3.31
30.0,1.0,-3.32
31.0,1.0,-3.32
32.0,1.0,-3.32
